UPC,Winery,Wine,Varietal,Region,Year,Price,Quantity,Rating,URL,Notes,Size
000020002169,Cape Mentelle,Margaret River,Chardonnay,Australia,1999,20,,93WS,,,750ml
000020002176,Columbia Valley,Reserve,Cabernet Sauvignon,Washington,1994,20,,,,,750ml
000020002183,Leon Beyer,Les Escaillers,Riesling,Alsace,1998,20,,,,,750ml
000020002190,Leon Beyer,,Gewurztraminer,Alsace,1999,20,,,,,750ml
000020002206,Zind-Humbrect,Pinot de Alsace,,,1999,20,,90WS,,,750ml
000020002213,Georges Lignier,Clos St. Denis Grand Cru,Pinot Noir,Cote de Nuits,1994,35,,,,,750ml
000020002220,Cristom,Eileen Vineyard,Pinot Noir,Oregon,2000,33,,,,,750ml
000020002237,Cristom,,Pinot Gris,Oregon,2000,17,,,,,750ml
000020002244,Zind Humbrecht,Rangen de Thann Clos St. Urbain Vendage Tardive,Pinot Gris,Alsace,1998,46,,96+RP,,"RP: The extraordinary 1998 Pinot Gris Ranged de Thann Clos St. Urbain Vendage Tardive has a mouth-watering nose of candied blood oranges lightly dusted with botrytis-caused spiciness. Creamed red, yellow, and white fruits are interspersed with earth, minerals, and gravel in this complex, concentrated, bull-bodied behemoth. Its massive personality is well-buttressed by its superb acidity. Additionally, this muscular yet graceful wine has an unbelievably long finish. Anticipated maturity: 2005-2025."" ",750ml
000020002251,Monbusquet,,Bordeaux,St.-Emilion,1994,20,,90RP,,,750ml
000020002268,Melville,Estate,Chardonnay,South Coast,2001,22,,,,,750ml
000020002275,Renwood,NV,Dessert Wine,Sierra Foothills,NV,12,,,,,375ml
000020002282,Grahams,,Port,Port,1985,60,,96WS/94RP,,,750ml
000020002299,Pegau,CdP Cuvee Reserve,Rhone,,1999,30,,94WS/92RP,,"WS:""Wonderfully fragrant and impressively ripe. What Châteauneuf is all about--plenty of wet earth, mineral, plum, sweet tannins and sweet fruit. A cascade of pleasure, full-bodied and long on the sparkling finish. Drink now through 2015.""  RP: ""One of the most powerful, concentrated 1999 Chateauneuf du Papes was produced at Chateau Pegau. The dense ruby/purple-colored 1999 Chateauneuf du Pape Cuvee Reservee boasts a powerful bouquet of pepper, garrigue, black fruits, and earth. Full-bodied and expansive, with sweet tannin giving it a more open-knit, accessible style than most young vintages of Pegau, this is a wine to drink while waiting for the 1998 and 1995 to become fully mature. Like all of this estates red wines, it was bottled with neither fining nor filtration."" ",750ml
000020002305,La Jota,Howell Mtn.,Cabernet Sauvignon,Napa,1999,25,,,,,750ml
000020002312,La Jota,Anniversary,Cabernet Sauvignon,Napa,1999,35,,,,,750ml
000020002329,Remelluri,,Rioja,Rioja,1994,20,,88WS,,,750ml
000020002336,Frescobaldi,Castelgiocondo BdM,Sangiovese,Brunello di Montalcino,1997,50,,96WS/91IWC,,,750ml
000020002343,Seghesio,La Villa Barolo,Nebbiolo,Barolo,1998,50,,94RP,,,750ml
000020002350,Kiona,Columbia Valley,Cabernet Sauvignon,Washington,1999,17,,92WS,,,750ml
000020002367,Columbia Crest,Walter Clore Private Reserve Columbia Valley,Cabernet Sauvignon,Washington,1999,29,,92WS,,,750ml
000020002374,Chapoutier,CdP Barbarac,Rhone,Chateauneuf-du-Pape,1999,50,,91-94RP,,,750ml
000020002381,Chapoutier,CdP Bernadine,Rhone,Chateauneuf-du-Pape,1999,25,,91-94RP,,,750ml
000020002398,Chapoutier,CdP Croix des Bois,Rhone,Chateauneuf-du-Pape,1999,45,,91-94RP,,,750ml
000020002404,Numanthia,Toro,Tempranillo,Spain,1998,45,,95RP,,,750ml
000020002411,Numanthia,Toro,Tempranillo,Spain,1999,45,,95RP,,,750ml
000020002428,Remelluri,Rioja,Tempranillo,Rioja,1994,25,,93RP,,,750ml
000020002435,Rivetti/La Spinetta,Pin Monferrarto Rosso,Red Wine,,1999,45,,95RP,,"RP: ""The 1999 releases continue to push quality to extraordinary heights. Rivettis blend of Cabernet Sauvignon and Nebbiolo, the 1999 Pin Monferrarto Rosso, is an exotic, ripe, luxuriously intense effort displaying extravagant flavors that border on excess. It is voluptuously-textured with intense aromas of red and black fruits, smoke, and new oak. While there is a tendency to think of this as an internationally-styled offering, Nebbiolo gives the wine a finesse and complexity not found in most new breed wines. Its texture, richness, and thickness are a total turn-on. Who knows how it will age, but certainly it is impossible to resist at present. My instincts suggest drinking it over the next 7-8 years, but it may be uncommonly long-lived.""",
000020002442,Banfi,BdM,Sangiovese,Brunello di Montalcino,1997,40,,97IWC/94WS,,,750ml
000020002459,Kaesler,Old Vine Barossa,Shiraz,Barossa Valley,1999,31,,92WS/94 James Halliday,,,750ml
000020002466,D'Arenberg,The Dead Arm,Shiraz,Barossa Valley,1998,50,,96RP,,"RP: ""The 1998 The Dead Arm Shiraz (from a vineyard planted prior to 1890) is outrageously rich, spectacular stuff, the likes of which only Australia seems capable of making. Whiners may complain that it is too big, too rich, too flavorful, and too damn good, but this opaque purple-colored offering is loaded with blackberry liqueur, smoke, charcoal, pepper, cassis, and licorice. Unctuously-textured and full-bodied, but neither heavy nor overbearing, the wine's sweet tannin and low acidity are hidden in the cascade of fruit and glycerin that melt on the palate. This riveting, compelling effort can be drunk now, but promises to age well for two decades or more.""",750ml
000020002473,Peby Faugeres,,Bordeaux,St.-Emilion,1999,50,,86WS/95RP,,,750ml
000020002480,Paringa,,Shiraz,Australia,2001,10,,90WS,,,750ml
000020002497,Janasse,Cuvee Chaupin,Rhone,Chateauneuf-du-Pape,1999,35,,93RP,,,750ml
000020002503,Pontet Canet,,Bordeaux,Pauillac,1996,40,,92+RP/90WS,,"Could be extemely long lived, but drinking very well already.",750ml
000020003319,Du Mol,,Chardonnay,Sonoma,2000,45,,,,,
000020003326,Du Mol,,Pinot Noir,Sonoma,2000,50,,,,,750ml
000020003333,Frank Family,,Cabernet Sauvignon,Sonoma,1999,40,,,,,750ml
000020003340,Frank Family,Rutherford Reserve ,Cabernet Sauvignon,Napa,1998,65,,,,,750ml
000020003357,Frank Family,,Zinfandel,Napa,2000,32,,,,,750ml
000020003364,Frank Family,,Chardonnay,Napa,2000,29,,,,,750ml
000020003371,Melville,Clone 76-INOX,Chardonnay,South Coast,2001,25,,91CB,,,750ml
000020003388,Melville,Estate,Syrah,South Coast,2000,25,,,,,750ml
000020003395,Melville,Estate,Pinot Noir,South Coast,2000,25,,,,,750ml
000020003500,Pierre Amiot,Gevrey Chambertin Les Combottes,Pinot Noir,Cote de Nuits,1999,40,,90ST,,,750ml
000020003517,Calle Cielo,,Chardonnay,Bay Area/Central Coast,1996,20,,90WS,,,750ml
000020003524,Martinelli,Martinelli Vineyard Reserve Russian River,Pinot Noir,Sonoma,1999,45,,,,,750ml
000020003531,Martinelli,Blue Slide Ridge Sonoma Coast,Pinot Noir,Sonoma,1999,40,,92ST,,,750ml
000020003548,Martinelli,Three Colts Russian River,Pinot Noir,Sonoma,2000,30,,89ST,,,750ml
000020003555,Martinelli,7 Mules Russian River,Pinot Noir,Sonoma,2000,30,,91ST,,,750ml
000020003562,Martinelli,Zio Tony Ranch,Pinot Noir,Sonoma,2000,30,,90ST,,,750ml
000020003579,Martinelli,Giuseppi and Louisa,Zinfandel,Sonoma,2000,30,,89ST,,,750ml
000020003609,Hartford Court,Dutton Ranch Sanchietti Vineyard,Pinot Noir,Sonoma,1994,35,,86WS,,,750ml
000020003616,Hartford Court,Dutton Ranch Sanchietti Vineyard,Pinot Noir,Sonoma,1995,35,,87WS,,,750ml
000020003623,Hartford Court,Dutton Ranch Sanchietti Vineyard,Pinot Noir,Sonoma,1996,35,,88WS,,,750ml
000020003654,Louis Latour,Corton Charlemagne,Chardonnay,Burgundy,2000,100,,95WS,,,750ml
000020003661,Gary Farrell,Allen Vineyard RRV,Pinot Noir,Sonoma,1991,32,,87WS,,,750ml
000020003678,Jean Boillot,Clos De la Mouchere Pugligny-Monrachet,Chardonnay,Burgundy,1999,50,,91-94ST,,,750ml
000020003685,Jean Boillot,Clos De la Mouchere Pugligny-Monrachet,Chardonnay,Burgundy,2000,50,,91-94ST,,,750ml
000020003692,Clos de Jacobins,,Bordeaux,St.-Emilion,1995,25,,90WS,,,750ml
000020003708,Toad Hollow,Reserve,Pinot Noir,Sonoma,1999,20,,89cb,,,750ml
000022498915,Louis Guntrum,Oppenheimer Herrenberg Reisling Auslese,Riesling,Germany,1993,10,,,,,750ml
000023416529,,AAKU,Chardonnay,Australia,2000,,,,,,
000036424153,Domaine Weinbach,Clos des Capucins,Gewurztraminer,Alsace,2001,23.99,,,,,750ml
000038997051,,Talley Chardonnay Estate,Chardonnay,,,,,,,,750ml
000039055859,,Siena Chianti Cl Riserva Macch,Chianti,,,,,,,,750ml
000040000002,rights ,jowe,,,,,,,,,
000042112983,,Macrostie Chardonnay,Chardonnay,,,,,,,,750ml
000042164128,,Benziger Pinot Noir,Pinot Noir,,,,,,,,750ml
000042169666,,Carmenet Chardonnay,Chardonnay,,,,,,,,750ml
000042170488,,Handley Gewurztraminer,Gewurztraminer,,,,,,,,750ml
000044790028,,Cakebread Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
000046337153,,Caratello Chianti Classico,Chianti,,,,,,,,750ml
000046722676,,Isole Olena Chianti Classico,Chianti,,,,,,,,750ml
000047592629,,Saints Bury Pinot Noir 93,Pinot Noir,,,,,,,,750ml
000051091101,Capcanes,Mas Donis,Barrica Monstant,spain,2001,10.00,,91,,,750ml
000066274612,,Cambrillas,Tempranillo,Valencia,1998,7.99,,,,Pepper & Raspberries blended with Vanilla,750ml
000080367468,Castello Di Volpaia,Epoca,,Chianti,2002,112,,,,,750ml
000080477716,Castello Di Volpaia,Castello Di Volpaia Chianti Classico,Sangiovese,Chianti,1997,25,,,,,750ml
000080477730,Volpaia,Balifico,Sangiovese,Chianti,1997,50,,,,,750ml
000086913614,Sevilen Vineyard,TELLÝBAÐ,Red Wine,Turkey,2001,,,,"www.sevilengroup.com; grape variety:  Carignan, Ýrikara",11% alc.;,750ml
000094766806,,Gary Farrell Zinfandel Wine,Zinfandel,,,,,,,,750ml
000098190195,Beringer,Alluvium,Red Wine,Napa,1996,,,,,,750ml
000098331871,,Greenwood Ridge Zinfandel Sonoma County,Zinfandel,,,,,,,,750ml
000098338078,,Gary Farrell Zinfandel Russian,Zinfandel,,,,,,,,750ml
000098358779,,Bellerose Pinot Noir 95 N.C.,Pinot Noir,,,,,,,,750ml
000098392599,,V Sattui Johannisberg Reisling,,,,,,,,,750ml
000098399949,,Windsor Merlot Shelton Sgntr,Merlot,,,,,,,,750ml
000098402571,,Greenwood Ridge Sauvignon Blanc,Sauvignon Blanc,,,,,,,,750ml
000098404223,,Grace Land Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
000098406791,,Grace Land Chardonnay,Chardonnay,,,,,,,,750ml
000098413706,,Husch Gewuvztraminer Late Harvest,,,,,,,,,375ml
000098414536,,Cuvaison Reserve Chardonnay,Chardonnay,,,,,,,,750ml
000098458271,,Vino Noceto Sangiovese,Sangiovese,,,,,,,,750ml
000098507108,,Bella Vista Merlot Grn Vly,Merlot,,,,,,,,750ml
000098507368,,Trout Gulch Chardonnay,Chardonnay,,,,,,,,750ml
000098507696,,Folie A Deux Menage A Trois,,,,,,,,,750ml
000098550579,,Deloach OFS Cabernet,,,,,,,,,750ml
000098668076,,Navarro Mendocino Chardonnay,Chardonnay,,,,,,,,750ml
000099802691,,De Loach Estate Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
000099804183,,De Loach Sonoma Cuvee Chardonnay,Chardonnay,,,,,,,,750ml
000099822408,,Sanford Pinot Noir Vin Gris,Pinot Noir,,,,,,,,750ml
000100143898,Orin Swift Cellars,The Prisoner,Red Wine,Napa,2005,35,,5,,,
000136000073,Chateau Reynon,Sauvignon Vielles Vignes Denis DuBourdieu,White Wine,Bordeaux,2004,12.99,,,,,750ml
000160623073,,Melini Chianti,Red Wine,Italy,2003,,,,,,
000268750565,,Zanna Montepulciano d'Abruzzio,,,2003,30.00,,92,,,
000299232002,Sterling Vineyards,Merlot,Merlot,Napa,2001,$29,,,,,750ml
000344177000,Blanquette de Limoux,,Brut,France,1999,10.00,,,,,750ml
000578000051,Archery Summit,Premier Cuvee,Pinot Noir,Oregon,2000,47.00,,,,,750ml
000578000068,Archery Summit,Arcus Estate,Pinot Noir,Oregon,2002,56.00,,95 WS,,,750ml
000579000050,Pine Ridge,Crimson Creek,Merlot,Napa,1997,20,,87,http://www.pineridgewinery.com,"Smooth and polished, with an earthy, cedary band of plum and cherry. Firms up on the finish, where the tannins show more strength.Best from 2001 through 2007. (20800 cases produced)",750ml
000579000067,Pine Ridge,Pine Ridge Ruth Cabernet Sauvignon,Cabernet Sauvignon,Napa,1998,32.00,,88,http://www.pineridgewinery.com,,750ml
000579000098,Pine Ridge,Pine Ridge Chen Blanc-Viog,,Napa,1999,,,,http://www.pineridgewinery.com/,,750ml
000579000104,Pine Ridge,Oakville - Napa Valley,Cabernet Sauvignon,Napa,2001,,,,http://www.pineridgewinery.com/,,750ml
000579000401,Pine Ridge,Stag's Leap District,Cabernet Sauvignon,Napa,1999,45,,94WS,http://www.pineridgewinery.com/,,750ml
000579000500,Pine Ridge Winery,Napa Valley - Carneros Estate,Merlot,Napa,1999,,,,www.pineridgewinery.com,14.3% alc;,750ml
000579000555,Pine Ridge,Vintage,Cabernet Sauvignon,Napa,2006,,,,http://www.pineridgewinery.com/,,750ml
000579000609,Pine Ridge,Andrus Reserve,Cabernet Sauvignon Blend,Napa,,28.50,,,http://www.pineridgewinery.com/,,750ml
000579000807,Pine Ridge,Cabernet Sauvignon,Cabernet Sauvignon,Napa,2001,,,,http://www.pineridgewinery.com/,Howell Mountian,750ml
000579000906,Pine Ridge,Dijon Clones,Chardonnay,Carneros,2003,27,,,http://www.pineridgewinery.com/,,750ml
0005799000050,Pine Ridge,Crimson Creek,Merlot,Napa,2001,,,,http://www.pineridgewinery.com/,,750ml
000648000080,Odoardi,Vigna Garrone,Red Wine,Italy,2000,29.99,,,,,750ml
0007150001592,Azienda Vinicola Rivera Spa,RIVERA VIOLANTE NERO DI TROIA ,NERODI TROIA,,2004,16.00,,77,,13.5  FRANK,750ml
0008176393100,Girard,Red Wine,Cabernet Sauvignon Blend,Napa,1999,35,,91,,,
000834341005,CESARI,AMARONE CESARI,CORVINO-RODINELLA-MOLINARA,Italy,2003,35.00,,88,,14% ,750ml
000858905038,Orfila Vineyards,,Merlot,South Coast,2003,24,,,,,
000858918991,Orfila Vineyards,Six Cepages,Cuvee Rouge,South Coast,1999,,,7,,"Rich with hints of dried fruits, currants, and exotic spices",750ml
000872363500,VCilla Antinori,Villa Antinori Riserva 2000,Chianti Classico,Chianti,2000,16.19,,,,,750ml
000874971772,Carlson,Pinot Noir,Pinot Noir,Western Colorado,1997,,,,www.carlsonvineyards.com,,750ml
000874971796,Carlson Vineyards,Merlot,Merlot,Willamette Valley,1997,,,,www.carlsonvineyards.com,,750ml
0008826794009,Quita De Bons-Ventos - Casa Santos Lima,Vinho Tinto,Red Wine,Portugal,2006,7.49,,,,,750ml
001002183746,Allegrini,,Amarone della Valpolicella,,1999,,,,,,750ml
001046570960,Joseph Phelps,"Josph Phelps ""Insignia""",Cabernet Sauvignon Blend,Napa,1999,107.99,,,,,750ml
00109086000024,,Jack London,Cabernet Sauvignon,,2003,29.99,,,,,750ml
001223005599,Owen Roe,Abbot's Table,Cabernet Blend,Oregon,2004,22,,,,,
001235408180,Lindemans,Lindemans Bin 65 Chardonnay,Chardonnay,Australia,2001,4.63,,,,,750ml
001239000090,,dominus,,,,,,,,,
001352840030,Shafer,Hillside Select,Cabernet Sauvignon,Napa,1996,100?,,,,,
001602910001,Roudon Smith,Claret,"Syrah, Cabernet, Carignane, Grenache",California,NV,8,,,www.roudonsmith.com,,750ml
001655910010,,Sonoma Creek Reserve Chardonnay,Chardonnay,,,,,,,,750ml
001655920002,,Sonoma Creek Reserve Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
001655990005,,Sonoma Creek Reserve Zinfandel,Zinfandel,,,,,,,,750ml
001669700072,,Deloach White Zinfandel,White Zinfandel,,,,,,,,750ml
001768009717,Carmody McKnight,Cabernet Sauvignon,Cabernet Sauvignon,Paso Robles,2003,,,,,,750ml
001768071028,Carmody McKnight,Duets,Red Wine,California,2005,35,,,,,750ml
001813841552,Domaines Barons de Rothchild (Lafite),Pauillac,Bordeaux,Bordeaux,1998,,,,,,
001938002135,cask cabernet,niebaum coppola,Cabernet Sauvignon,Napa,1997,,,,,,
002014491492,Chateau Cantelaudette,Graves de Vayres,Bordeaux,Graves/Pessac-Leognan,1998,,,,,,750ml
002053034027,NEGRAR ,AMARONE CLASSICO ,CORVINO-RODINELLA-MOLINARA,VENETO,2003,32.00,,90,,14.5%,750ml
002053080321,NEGRAR,LE ROSELLE RIPASSO ,RIPASSO,VENETO,2003,17,,,,13.5%,750ml
002305000688,PRIMOVOLO,PRIMOVOLO,"Sangiovese, barbera and merlot ",VENETO-TUSCANY,2001,34.00,,75,,13.5,750ml
002385957658,Greg Norman Estates,Limestone Coast Cabernet Merlot,Cabernet Sauvignon Blend,Australia,2000,15.00,,,,,750ml
002636000058,Rene-Jean Dard & Francois Ribo,Crozes-Hermitage,Syrah,Crozes-Hermitage,2000,25,,,,,750ml
002737000056,Torre Muga,Torre Muga,Tempranillo,Rioja,2001,52.32,,94 WA,,"The modern-styled, expensive, but terrific 2001 Torre Muga is an unfiltered blend of 75% Tempranillo, 15% Mazuelo, and 10% Graciano. Aged 22 months in large (18,000 liters) American oak vats, followed by 16 months in new French oak, and bottled without filtration, it offers an opaque ruby/purple color in addition to sweet plum, cedar, tobacco, new saddle leather, Allspice, raspberry, and black cherry fruit aromas as well as flavors. It is a wine of admirable intensity, full body, and superb purity, size, potency, and harmony. Give it another 1-3 years of bottle age and consume it over the following 12-15. ",750ml
002978000082,Château Guiraud,Sauternes 1989,Sauternes,Barsac/Sauternes,1989,,,92WS,,"This full-bodied Sauternes stretches the limits of botrytis. Offers loads of beeswax, almost moldy aromas, yet it is fresh and zingy with plenty of honey, spice, toast and lemon flavors. Try in 1998. ",375ml
003012001010,Peachy Canyon Winery,Peachy Canyon ,Zinfandel,Paso Robles,2000,10.00,,,http://www.peachycanyon.com/,,750ml
003015700103,Poggio Sant'Enrico,Sangiovese,Sangiovese,Toscana IGT,1999,$85,,91,,,750ml
003265102731,Bella Piazza,,Barbera,California,2002,,,,,,750ml
003265106715,Bela Piazza,,Port,Shenandoah Valley,2002,30,,,,,750ml
003265107705,Bella Piazza,Esola Vineyard Zinfandel,Zinfandel,Sierra Foothills,2005,44.00,,,,,750ml
003265108702,Bella Piazza,,Zinfandel,Sierra Foothills,2003,25,,,,,
003265113768,Bella Piazza,Bella Rosso,Red Wine,Sierra Foothills,2002,11.25,,,,,750ml
003265132707,Bella Piazza,Shenandoah Valley Shiraz,Shiraz,Sierra Foothills,2002,25.00,,,,,750ml
0032726001238,Peter Lehman,,Shiraz,Australia - Barossa Valley,2002,16.99,,90 WS,,,750ml
003432000302,Annabella Winery,Chardonnay,Chardonnay,,2000,8.99,,,,,750ml
003486000090,Chateaux L'Argenteyre,Chateaux L'Argenteyre,Cabernet Sauvignon Blend,Bordeaux,1995,14.99,,85,,,750ml
004095137511,St Supery,St Supery Sauvignon Blanc,Sauvignon Blanc,Napa,2001,12.00,,,http://www.stsupery.com,"Aromas jump from the glass with abundant fresh green lime and grapefruit, combined with subtle notes of melon and orange rind. The flavors are full, round and vibrant, textured with the same green lime and grapefruit, and followed by refreshing tones of citrus and crisp acidity",750ml
004129000745,Terra D'alighi,Tolos,Montepulciano,Abruzzo,2002,,,,,,750ml
004129002251,TERRA A'ALIGI,SAN GIOVESE,SAN GIOVESE,ABRUZZO,2004,30.00,,78,,13,750ml
004174000057,,Mediteo Chardonnay,Chardonnay,,,,,,,,750ml
004174000064,,Mediteo Syrah,Syrah,,,,,,,,750ml
004871000011,Kaesler,Stonehorse,Shiraz,Barossa Valley,2002,36.00,,96 RP,,,750ml
005109134065,Vacqueyras Domaine la Garrique,Grenache,Grenache,Rhone,2004,22,,RP 91,,"dense plum/purple color as well as a sumptuous nose of roasted herbs, grilled meats, blackberries, sweet jammy cherries, and licorice. Boasting huge flavors, abundant glycerin, and a long, concentrated, pure, lightly tannic finish, it should age for 4-6 years.",750ml
005509898196,,Chateau St Jean Chardonnay 96,Chardonnay,,,,,,,,750ml
005521000058,Canyon Ridge Vinters,Trader Joe's Moscato,Moscato,California,2003,,,,,,
005829464202,Bottega,Il Vino dei Poeti,Sparkling Wine,Italy,NV,$14,,87,,,750ml
005867888976,River Run,,Syrah,,1999,,,,,,
006012500996,,Ck Mondavi Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
006379000416,First Cape,Pinotage,Pinotage,South Africa,2005,4.49,,,,plums and ripe raspberries velverty tannins,750ml
007109000049,ASSISI ROSSO,SPORTOLETTI,"50% Sangiovese, 40% Merlot, and 10% Cabernet Sauvignon ",Italy,,20.00,,90,,14%,750ml
0073100000485,Chateau Magdelane,,Bordeaux,St.-Emilion,2001,,,,,,750ml
007425000181,Frescobaldi Castello Di Nipozzano,Nipozzano Chianti Rufina Riserva,Sangiovese,Chianti,1997,,,,,,750ml
007458033963,Sonora Winery,Vintage Port Quibta Da Sonora,Port,Sierra Foothills,2001,20,,,,,750ml
007582919904,Scheid Vineyards,2000 Monterey Cabernet Sauvignon,Cabernet Sauvignon,United States,2000,,,,www.scheidvineyards.com,,
007880583502,Villa Borghetti,Valpolicella Classico,Corvina,Veneto,1999,5,,,,,750ml
008002575540,La Moussiere,Sancerre,Alphonse Mellot,France,2001,12.7,,,,,750ml
008054011188,Fall Creek Vineyards,Granite Blush,Rose,Texas,,,,,www.fcv.com,,750ml
008069663686,Beaulieu Vineyard,Costal,Zinfandel,Bay Area/Central Coast,1998,,,,,,
0080696913440,Beaulieu Vineyard,,Zinfandel,Napa,2000,,,,,,750ml
008088749378,Bogle,Merlot,Merlot,California,2001,12,,90,,,
008088749385,Bogle,Old Vine,Zinfandel,California,2003,10.99 MTW,,,,,750ml
008102332838,Stonewall,Pyment Mead,,Virginia,,,,,,,750ml
008105420440,Napa Ridge,Chardonnay,Chardonnay,Lodi,2003,,,,,,
008143400008,,Twin Fin,Chardonnay,California,2004,$8.99,,,,,750ml
0081753801809,,Newton Chardonnay Red Label,Chardonnay,,2004,$17.99,,,,"92 POINTS WILFRED WONG. (September 14, 2004, Concord, CA USA) Medium straw, yellow color, a hint of green; expressive ripe apple aroma, clovey, quite concentrated; medium to full-bodied, zesty and cleansing on the palate, excellent structure; dry, lively acidity, well-balanced; wild, tart guava flavors, minerally, leesy, very good depth; medium finish, bright aftertaste. (Best Served 2004-2008)	",750ml
